<ERROR 17:08:44,043 PropertiesConfigurationManager::init> tg=<main> Could not read configuration file [/home/besson/OpenKnowledge/config/ok.user.properties].>
<WARN  17:08:44,068 PropertiesConfigurationManager::getModule> tg=<main> Getting module 'user-interface': class 'true' not found>
<ERROR 17:08:44,080 PropertiesConfigurationManager::init> tg=<main> Could not read configuration file [/home/besson/OpenKnowledge/config/ok.user.properties].>
Using SPSMather
<DEBUG 17:08:44,205 MatchManager::getInputStream> tg=<main> Trying to load config/SMatch.properties from [file]>
<DEBUG 17:08:44,222 MatchManager::getInputStream> tg=<main> Trying to load /WordNet/adj_syn.arr from [jar]>
<DEBUG 17:08:44,228 MatchManager::getInputStream> tg=<main> Trying to load /WordNet/adj_opp.arr from [jar]>
<DEBUG 17:08:44,231 MatchManager::getInputStream> tg=<main> Trying to load /WordNet/noun3_mg.arr from [jar]>
<DEBUG 17:08:44,292 MatchManager::getInputStream> tg=<main> Trying to load /WordNet/noun_opp_new.arr from [jar]>
<DEBUG 17:08:44,311 MatchManager::getInputStream> tg=<main> Trying to load /WordNet/adv_opp.arr from [jar]>
<DEBUG 17:08:44,312 MatchManager::getInputStream> tg=<main> Trying to load /WordNet/verb_mg.arr from [jar]>
<DEBUG 17:08:44,317 MatchManager::getInputStream> tg=<main> Trying to load /WordNet/nominalizations.arr from [jar]>
<DEBUG 17:08:44,320 MatchManager::createComponents> tg=<main> USING WNMatcher edu.unitn.dit.smatch.oracles.wordnet.InMemoryWordNetBinaryArray>
<DEBUG 17:08:44,324 MatchManager::getInputStream> tg=<main> Trying to load /WordNet/lemmas.arr from [jar]>
<DEBUG 17:08:44,555 MatchManager::getInputStream> tg=<main> Trying to load /WordNet/lemma_synsets.arr from [jar]>
<DEBUG 17:08:44,709 MatchManager::getInputStream> tg=<main> Trying to load /WordNet/synset_lemmas.arr from [jar]>
<DEBUG 17:08:44,777 MatchManager::getInputStream> tg=<main> Trying to load /WordNet/synset_pos.arr from [jar]>
<DEBUG 17:08:44,878 MatchManager::getInputStream> tg=<main> Trying to load /WordNet/noun_exc.hash from [jar]>
<DEBUG 17:08:44,884 MatchManager::getInputStream> tg=<main> Trying to load /WordNet/verb_exc.hash from [jar]>
<DEBUG 17:08:44,889 MatchManager::getInputStream> tg=<main> Trying to load /WordNet/adj_exc.hash from [jar]>
<DEBUG 17:08:44,893 MatchManager::getInputStream> tg=<main> Trying to load /WordNet/adv_exc.hash from [jar]>
<INFO  17:08:45,114 IMQueryCallBack::handleNewIms> tg=<pool-3-thread-2> handleNewIms called 1>
<INFO  17:08:45,114 InteractionTask::processReceivedInteraction> tg=<pool-3-thread-2> Will process IM 528f5c7c7185c98b9a6ec5c3d6f58de8>
<INFO  17:08:45,236 SimpleNode::dump> tg=<pool-3-thread-2> parse>
<INFO  17:08:45,238 SimpleNode::dump> tg=<pool-3-thread-2>  roleDefinition>
<INFO  17:08:45,239 SimpleNode::dump> tg=<pool-3-thread-2>  roleDefinition>
<INFO  17:08:45,242 SimpleNode::dump> tg=<pool-3-thread-2>  roleDefinition>
<INFO  17:08:45,244 SimpleNode::dump> tg=<pool-3-thread-2>  roleDefinition>
<INFO  17:08:45,244 SimpleNode::dump> tg=<pool-3-thread-2>  clause a(traveler[],unset)>
<INFO  17:08:45,244 SimpleNode::dump> tg=<pool-3-thread-2>   OR>
<INFO  17:08:45,245 SimpleNode::dump> tg=<pool-3-thread-2>    OR>
<INFO  17:08:45,245 SimpleNode::dump> tg=<pool-3-thread-2>     OR>
<INFO  17:08:45,245 SimpleNode::dump> tg=<pool-3-thread-2>      OR>
<INFO  17:08:45,245 SimpleNode::dump> tg=<pool-3-thread-2>       THEN>
<INFO  17:08:45,246 SimpleNode::dump> tg=<pool-3-thread-2>        messageOut orderTrip[Destination=unset, Date=unset, Name=unset, CcNumber=unset] => a(travelAgency[],unset)>
<INFO  17:08:45,246 SimpleNode::dump> tg=<pool-3-thread-2>         constraint userInitiatesOrderTrip[Destination=unset, Date=unset, Name=unset, CcNumber=unset]>
<INFO  17:08:45,246 SimpleNode::dump> tg=<pool-3-thread-2>        newRole a(traveler[],unset)>
<INFO  17:08:45,247 SimpleNode::dump> tg=<pool-3-thread-2>       THEN>
<INFO  17:08:45,247 SimpleNode::dump> tg=<pool-3-thread-2>        messageIn flights[FlightStatus=unset, FlightID=unset, FlightPrice=unset, AirlineName=unset] => a(travelAgency[],unset)>
<INFO  17:08:45,247 SimpleNode::dump> tg=<pool-3-thread-2>         constraint flights[FlightStatus=unset, FlightID=unset, FlightPrice=unset, AirlineName=unset]>
<INFO  17:08:45,248 SimpleNode::dump> tg=<pool-3-thread-2>        newRole a(traveler[],unset)>
<INFO  17:08:45,248 SimpleNode::dump> tg=<pool-3-thread-2>      THEN>
<INFO  17:08:45,248 SimpleNode::dump> tg=<pool-3-thread-2>       messageOut reserveTicket[FlightID=unset] => a(travelAgency[],unset)>
<INFO  17:08:45,248 SimpleNode::dump> tg=<pool-3-thread-2>        constraint userMakesAReservation[FlightID=unset]>
<INFO  17:08:45,249 SimpleNode::dump> tg=<pool-3-thread-2>       THEN>
<INFO  17:08:45,249 SimpleNode::dump> tg=<pool-3-thread-2>        messageIn response[Reserve=unset] => a(travelAgency[],unset)>
<INFO  17:08:45,249 SimpleNode::dump> tg=<pool-3-thread-2>         constraint reserve[Reserve=unset]>
<INFO  17:08:45,250 SimpleNode::dump> tg=<pool-3-thread-2>        newRole a(traveler[],unset)>
<INFO  17:08:45,250 SimpleNode::dump> tg=<pool-3-thread-2>     THEN>
